quiz,midterm exam,sleeping time,breakfast,transportation means,last exam
75.2,78.7,7.7,0,0,83.8
68.6,100,6.5,1,1,86.8
79.9,62.2,7.5,1,0,75.8
93,81.7,7.9,1,2,88
73.1,80.8,9.5,1,2,80.9
82.2,89.8,5.9,1,1,82.6
62.1,69.9,8.1,1,2,71.4
65.4,59.1,9.3,1,0,72.4
79.7,81.9,8.4,0,1,82.7
89.8,83.4,8.5,1,2,90.3
78.6,97.9,8.2,1,2,90.7
71.9,64.8,9.1,1,1,75.1
75,93.9,6.2,0,0,83.4
62.5,100,5.8,0,0,75.3
81,75.5,7.5,1,2,79.9
83.8,64.5,4.9,1,2,70.6
70.5,75.1,9,1,0,82.3
70.3,80.2,9,0,2,75.2
77.7,86.8,7,0,0,88
70.6,72.9,7.1,1,2,69.8
74.3,98.7,7.4,1,1,90.9
96,66.6,7.6,0,0,79.1
72.5,59.1,7.7,0,2,67.5
71.4,93.3,8.2,1,2,84.9
68.5,52.7,7.3,1,0,68.2
82.4,77.6,8.6,1,0,84.8
73.2,100,8,1,0,90.8
68.5,79.9,6.8,1,2,74.7
88.2,66.6,9.1,0,0,87.5
89.2,79.3,5.9,1,0,81.5
69,79.4,7.4,1,0,77.5
56.3,81.9,8.7,1,0,78.5
85.1,87.9,6.6,1,2,82.7
68.2,67.5,7.9,1,2,70.7
82.9,100,8.2,1,0,97.7
55.3,82.9,6.5,1,2,60.8
83.9,88.7,7.4,1,2,83.1
62.9,72.5,7.3,0,0,65.5
82.3,95.4,6.8,1,0,86.2
75.1,76.9,10,1,1,92
65.5,83.3,6.6,0,2,72.5
70.9,68.8,8.7,0,2,74.2
81.9,68,7,1,0,78.8
76.1,88.3,6.2,1,1,84.4
80.8,74.7,7.6,0,2,70.2
94.8,69.8,8.3,1,1,89.5
59.4,72.3,8.6,1,1,71.4
91.2,88.4,9.4,1,1,93
76,72.5,10,0,1,81.9
66,78.6,7.8,1,0,79.4
61.7,80.2,6.7,0,1,71.4
73.1,57,8,1,0,69
84.2,62.3,7.2,1,1,77.3
73.7,84,8.6,1,0,88.2
90.1,71.2,5.9,1,2,75.8
60.5,92.7,10,0,0,87.2
74.9,91.6,8.5,1,2,82
62.5,88.6,5.5,1,0,76.4
78.6,100,6.6,1,0,94.4
83.9,79,8.5,1,1,84.1
70.8,87.8,8.9,0,2,82.4
49,73,6,0,0,68.6
77,100,8.4,0,0,90
79.4,100,5.2,1,0,85.5
79,80.1,7.4,0,2,74.1
87.4,84.6,8.8,0,1,91.4
64.3,96.3,6.8,1,2,82.7
81.8,78.2,5.7,0,0,81.7
86.9,72.1,7.7,0,0,80.9
57.2,90.5,6.8,1,1,79.7
78.2,80.9,8.3,0,0,82
70,82.2,6.4,1,2,72.1
74.2,70,6.6,1,0,79.2
78.5,59.4,5.1,0,2,68.2
70.1,82.8,7.7,1,1,77.5
68.2,90.9,7.3,1,0,80.1
75.3,77.3,6.1,1,2,74.3
64.1,97.2,7.7,1,2,83.9
64.1,71.6,8.7,1,0,73.3
81.8,67.3,7.2,0,0,76.8
63.5,79.2,7.8,1,2,72
81.7,79,7.8,1,0,87
79.6,89.2,6.1,1,1,81.3
57.7,70.7,10,1,0,78.6
68.2,96.4,6.9,0,0,81.3
86.9,100,8.3,1,0,93.5
65.2,79.5,8.4,1,0,79.9
70.4,95,7.3,1,0,80
79.6,67.3,8.2,0,0,75.6
82.8,92.9,7.8,1,2,87.9
72.5,92.6,5.8,1,1,76.3
69,90.4,7.1,0,2,68.2
89.2,79.8,6.8,0,0,76.1
92.4,44.5,6.9,0,1,73.6
84.8,72.3,5.9,1,0,79.5
75.9,72.5,8.9,1,0,80.4
66.9,68.3,9.4,1,0,80.8
66.7,81.5,8.7,0,0,77.4
80.2,75,9,1,1,84.9
79.2,70.1,7.1,1,0,79
89,67.3,6.7,1,2,75.6
81.5,71.4,6.6,0,0,77.2
60,93.5,8.3,0,2,78.2
85.5,72.1,7.8,1,2,79
65,73.8,7.4,1,0,74
71.2,74.5,9.1,1,2,76.4
77.5,84.1,8,0,2,71.7
95,85.5,6.5,1,2,87
100,43.5,6.7,0,2,65.1
81.1,92.3,8.3,1,2,88.9
73.2,97.2,8.8,1,0,90.4
80.3,67.4,8.2,1,2,76.7
83.9,68.3,9.8,1,0,87.5
71.8,74.6,9.5,1,0,79.7
93,70.9,8,1,1,86.7
77.3,82.7,6.5,1,0,82.8
80,56.6,5.9,1,0,70.9
81.7,66.6,7,0,0,72.6
79.2,98.5,8.4,1,0,94.7
83.4,68.9,9.7,0,0,84.4
68.8,94.9,8,0,1,82.8
69.4,84.3,8.9,1,0,81.1
64,58.3,7.2,1,2,62.7
79.4,87.6,8.2,1,0,88.1
82.8,78.6,8.5,1,2,84.6
79.6,74.5,5.1,1,1,71.1
91.7,82.9,7,1,0,87.2
74.9,85.7,8.6,1,1,84.3
81.7,88.5,7.8,1,1,87.5
64.1,94.1,6.1,0,2,69.5
71.1,84.9,4.6,0,0,72.9
82,63.5,7.1,1,2,72.4
83.5,74.3,7.4,1,1,78.8
72.1,100,6.4,0,0,83.3
74.3,88.7,7.7,1,0,83.9
59.8,100,8.1,1,0,86.6
71.4,96.7,8.3,1,0,86.2
83.9,82.9,4.7,1,1,80.3
80.8,83.6,5.9,1,0,80.2
80,79.6,7.1,1,0,81.3
75.5,59.1,8.2,1,2,72.1
75.1,80.2,8.1,1,0,84
68.4,94.5,8.1,1,0,85.1
82,72.8,7,1,2,76.2
79.2,84.9,7.1,0,0,77.5
79.9,90.2,6.6,0,0,87.5
69.7,69.1,8.4,1,0,79.4
53.5,74.6,6.4,1,2,67
86,67.8,8.5,1,1,77.8
70.2,70.1,7.7,1,1,73.9
66.4,64.5,7.4,0,0,68.3
81.9,69.2,6.7,0,2,66.1
71.1,97,5.9,1,1,85.7
85.6,69,6.7,0,0,81.7
81.2,81.5,7.1,1,1,89.5
81.8,74,4.7,1,1,72.5
61.3,94.1,7.3,1,0,82.1
87.1,95.7,8.6,1,0,99.3
77.6,90.4,8.2,1,0,87.8
71.3,83.7,6.9,1,0,79.1
76.4,77.2,7.6,1,1,75
57.2,65.7,6.8,1,1,70.2
79.1,100,7.7,1,0,91.9
64.7,70.9,9.3,0,2,68.7
61.5,88,8.7,1,2,79
59.8,92.7,8.1,1,0,82.7
86.1,73.3,6.9,0,2,76.1
68.7,92.5,8.4,0,1,81.6
90.3,89.2,5.5,0,0,89.6
69.6,100,7.2,1,0,86.9
57.9,74.4,8.2,1,0,79.2
63.8,64.6,8.4,0,0,71.8
87.4,73.9,8.3,1,0,87.2
73.4,82.5,7.9,1,0,82.7
69.5,80.7,7.3,1,2,78.5
76.6,75.3,8.1,1,2,78.4
80,57.1,6.4,0,0,66.8
86.2,85.6,6.5,1,0,83.8
89.5,100,7.6,1,1,96.2
71.4,85.6,7.7,1,1,79.5
61.7,87.3,5.3,1,0,75.1
70.9,86.9,8,1,0,87.4
77.6,84.8,8.4,0,1,83.7
65.4,91.2,7.4,1,0,80.3
65.4,84.7,10,1,0,89.3
78.4,76.2,6.7,0,0,78.9
74.5,70.4,7.1,0,0,77.2
75.3,77,7,1,0,73.2
67.4,83.8,7.4,1,0,81.3
72.7,76.2,7.1,0,2,74.3
65.8,83.8,5.8,1,1,80.5
83.9,85.3,6.8,1,1,81
85.4,90,7.4,1,0,93.5
56.5,95.4,9,0,0,85.7
65.7,80.9,10,1,2,73.6
60,64.3,9.1,0,2,67.4
68.5,75.9,6.6,1,0,77.7
74.2,80.5,6.7,1,0,79.2
60.5,58,7.3,1,0,65.5
65.8,96.7,9.6,1,0,91.3
65,81.7,7.3,0,0,73.4
77.1,84.6,5.9,1,1,79.8
75.7,96.4,6.9,0,0,87.1
67.8,72.4,8.4,1,1,82.2
76.8,86.9,8.3,0,1,84.7
69.5,78.7,7.3,1,0,79.2
72.3,77.8,8.3,1,2,76.1
91.7,70.7,4.8,1,2,72.5
88.4,100,7.6,0,0,95.9
62,75.5,8.5,1,0,76.6
83.3,88.4,6.5,0,2,83.1
83.1,57.5,6.5,1,2,69.2
63.5,94.2,5.3,1,2,72.6
83.2,92.6,9.4,1,0,95.4
90.4,81.2,6.6,1,0,86.7
63.8,77.3,7.8,0,0,70.4
65.8,84.8,8.2,1,0,87.2
85.2,100,9.3,0,2,88.8
77.7,58.8,7.3,1,1,76
80.5,89.4,6.9,1,2,85.2
78.4,69.1,7.7,1,2,71.6
78.9,79.8,9,1,2,79.5
61.7,77,7.3,1,2,70.2
85.5,74.9,6.4,1,2,75.2
86.7,79.9,5.7,1,0,88.1
72.7,66.4,6,1,1,71.1
74.6,92.4,8.5,1,0,91.5
59.7,58.5,7.1,0,0,65
80.1,86.5,6.8,1,0,86
80.7,76.1,6.6,0,0,78.1
74.4,65.9,7.6,1,2,76
86.2,82.4,7.2,0,0,81.4
71.7,61.3,7.2,1,1,76.7
80.6,80.5,9.1,1,0,83.8
64.8,62.9,9.3,0,0,74.1
74.8,85.5,5.6,1,0,76
73.3,68.9,7.9,1,2,72.7
77.3,74.6,6.6,0,1,75.2
71.3,83.5,7.2,1,0,79.9
73.7,70.7,7.9,0,0,75
83.3,79.3,7.2,0,1,76.4
70.6,61.8,7.8,1,0,70.6
58.9,87.6,8.3,1,0,81.7
92.5,100,7.9,1,0,97.8
88.8,100,6.7,1,0,91.9
62.1,81.1,6.7,1,0,79.7
81.9,89.5,5.8,1,0,81.4
70,58.6,6.5,1,1,67.3
77.6,98,9.9,0,2,86.5
77.9,89.3,6.5,1,1,85.8
72.7,74.2,6.1,1,2,72
67.2,94.8,7.9,1,2,81.2
68.1,76.9,7.4,0,2,65.2
65.8,74.5,7.3,1,1,77.3
66.7,85.7,9.2,0,0,80.7
74.3,67.2,8.2,1,0,78.3
67.8,92.3,6.9,1,2,76.5
81.8,67.3,7,1,1,74.9
89.9,67.4,6.9,1,1,85.2
69.2,69.1,8.5,1,2,68.1
77.4,89.1,7.1,0,0,79.7
80,72.6,5.3,1,0,81.2
79.7,63.8,7.4,1,1,78.2
75.8,72.7,5.7,1,0,74.7
82.4,79.6,10,1,0,93.6
79.8,65.8,6.3,0,1,73.3
62.6,66.2,7.3,1,0,71.8
83.7,100,7.8,1,2,90.8
83.9,69.7,7.2,0,2,75.1
67.4,76.1,7.2,0,0,75.2
75.4,75.6,8,1,0,88
81.8,74.9,9.3,1,0,85.8
72.9,87.5,8.4,1,2,81.5
85.7,91.4,9.3,1,0,90.7
98.6,76.3,6.2,1,0,87.3
67.1,65.2,7.9,1,1,78.3
61.2,95.3,7.7,1,0,85.9
78,78.9,7.9,0,0,79
82.2,100,9.2,1,0,96.3
72.7,53.1,7.2,0,0,62.9
89.5,82.3,7,1,1,83.9
61.6,100,8.1,1,0,86.4
81.9,75.8,5.4,1,0,77.3
68.9,77.3,7.2,0,1,70.8
92.2,83.5,7.3,0,2,84.4
94.9,73.3,6.4,1,0,84.8
67.3,76.3,8.8,1,1,74.3
69.5,75.9,6.2,1,2,65.4
83.6,72.5,7.3,1,0,80.4
71.1,94.7,7.9,1,2,78.3
74.5,85.5,9.1,0,1,77.7
75.3,83,7.5,0,0,83.7
55.8,89.7,8.6,0,2,73.2
74.9,76.8,8.3,1,1,80.6
68.1,70.7,7.6,0,2,68.3
70.1,72.8,6.2,0,0,68.1
89.4,80,5.8,1,0,85.6
62.4,67.3,7.6,1,2,67.8
83.1,74,6.8,1,0,79.3
72.2,73.8,8.6,1,1,77.8
72.2,100,8.4,0,0,84
82.9,46.7,7.3,1,0,70.2
78.4,77.8,6.1,0,2,72
80.7,100,8.1,1,2,88.2
84.7,81.5,6.3,1,0,84.2
71.7,89,6.6,1,0,82.2
68.9,81.2,6.3,1,2,74.4
64.1,72,7.3,1,1,76
66.7,53.1,8.9,1,2,68.5
100,82.5,7.5,0,0,92.8
87.4,70.7,7,1,0,79.6
61.5,70.4,5.7,0,1,63.6
61.8,74,8.2,1,1,76.6
79.8,100,6.6,1,0,92.1
80.5,100,7.6,0,2,83.4
80.5,82.6,7.1,1,0,86.2
72.5,74.4,8.5,0,2,70.9
73.7,65.9,7.3,1,1,75.9
78.3,85.6,7.4,0,0,82.3
75.9,100,8.1,1,2,83.4
52.8,77,10,1,0,75.6
72.7,51.5,8.6,1,0,78.3
66.5,88,7.4,1,2,78.2
76.8,91.8,7.5,0,0,91.3
100,61,6.9,1,2,74.8
78.7,82.1,6.4,0,0,81.3
71.9,85.4,6.8,1,2,70
84.2,79.1,6.6,1,0,83.5
79.8,70.5,8.3,1,2,79.6
79.2,92.2,6.2,0,2,81.5
81.1,75.2,9.1,0,1,79.3
95.6,62.2,8.4,0,1,84
63.7,55.4,7.5,1,0,66.1
79.7,95.1,7.5,0,0,86.5
65.7,87.4,6.8,1,2,74.6
80.6,81.1,7.8,0,2,74.9
65.8,74.7,8.8,0,0,80.5
70.8,73.7,6.7,1,0,76.2
72,67.1,5.7,0,2,68.2
84.8,74.8,8.3,1,1,87.7
84.2,54.6,7.9,1,1,72.4
62.5,71.2,6.2,0,0,71.4
75.5,76.3,6.6,1,0,80.5
67.9,87.3,6.5,1,0,76.9
62.4,79.5,6.6,0,0,73.4
72.8,89.5,7.1,0,2,74.1
71.9,96.2,7.2,1,2,87.4
99.3,92.7,6.7,0,0,94.7
79.3,85.6,6.6,1,0,84
61.2,80.1,7.2,1,0,79.8
69.4,68.2,7.7,0,1,66.7
85.2,88.9,7.1,1,0,86.6
95.9,100,8.9,1,0,100
59.1,84.1,8.1,1,2,81.2
56.2,100,5.6,1,2,71.5
93.7,61.7,8.1,1,1,77.3
78.9,66.2,8.2,0,0,72.1
66.3,90.3,7,1,2,80.3
80.3,83.2,5.7,1,0,80
48.6,95.8,7.5,1,1,76.3
75,79.8,7.5,1,2,80.2
78.3,69.6,6.2,1,1,75
84.2,77.4,5.8,1,0,81.8
64.9,61.6,7.4,1,2,68
75.9,66.5,7.2,1,0,75.1
65.7,91.7,7,1,0,81.5
77.6,90.5,7.4,0,0,84.7
66,84.4,6.2,1,2,76.1
70.9,59.3,7,0,0,65.7
65,75.7,8.1,0,1,64.5
81.5,65.3,7.1,1,2,75.9
83.6,94.1,5.5,1,0,89.9
72.7,73,6.9,1,2,73.7
75.4,67,6.2,1,0,75.2
60.5,80.4,7.8,0,0,72.3
72,72.3,7.9,1,2,76
74.5,97.8,5.5,0,1,83.5
100,71.2,8.4,0,0,87.5
63.9,63.2,6.2,1,1,74.6
89.6,54.2,9.4,1,2,72.6
85,79.6,7.4,0,0,83.2
77.8,73.3,6,1,2,69.9
92.6,62.9,6.1,1,2,78.1
78.7,94.3,7.9,0,0,82.3
78.9,88,7,0,1,77.8
74.5,79.7,7.4,1,2,75.5
87.2,96.4,9.4,0,0,95.1
86,88,6.7,1,1,85.1
68.7,70.1,7.6,1,0,73.9
61.8,67.5,9.2,1,1,73.6
73,89.8,7.8,1,0,85
67,84.8,5.6,1,2,77.3
74.4,82,8.1,0,0,82.8
87.4,69.8,6.1,1,2,75.1
70.4,87.3,9.2,1,0,92.8
74.6,70.9,6.5,0,0,74.7
75.6,78.8,10,1,0,83.8
83.5,97.4,9.3,0,1,92.6
52.5,72.1,6.5,0,0,66.5
68.9,61.1,7.5,1,2,66
77.1,67.4,8.4,1,1,75.4
87,91.9,8.4,1,1,92.7
70.1,83.1,8,0,0,78.2
56.2,78.5,9,1,1,80.3
81.2,73.9,7.4,0,0,81
68.6,85.8,7.1,1,2,75
63.1,69.8,7.1,1,2,69.6
68.8,83.7,8.5,1,0,86.8
73.2,71.2,7.9,1,0,74.4
69,69.2,7.8,1,0,72.9
52.9,72.4,8.5,1,0,72
84,75.5,5,1,1,78
87.7,79.4,7.9,1,0,87.5
81.5,82.8,7.8,1,1,84.3
63.6,40,9.5,1,0,64.5
73,70.3,5.7,1,1,73.8
74.9,75.3,9.4,0,2,80.2
81,98.1,7.6,0,1,86.4
81.7,67,8.1,1,0,88
67.7,82,9.5,1,2,85.7
75.8,97.9,8.2,1,0,94.8
79.6,64.2,8,1,0,80.4
89.6,84.7,7.8,1,2,92.3
82,70.4,6.9,1,2,74.9
82.9,73.9,7.5,1,0,80.2
75.8,70.4,6.6,0,2,68.2
89.1,71.2,7.4,1,2,77
79.1,100,4.7,1,0,86.4
66.4,90.1,8,1,2,80.5
89,93.2,7.4,1,2,89.2
82,85.9,7.1,0,0,83.3
70.6,60.7,7.8,0,2,66.4
70.2,84.7,5.8,1,2,79.7
78,92.9,9.8,0,1,90.8
79.6,69.8,7.4,0,0,79.3
77,91.6,7.3,1,1,86.6
78.1,88.5,6.3,1,0,79.5
92,100,7.5,1,0,91.4
85.7,75,9.2,0,0,90.9
76.9,66.8,8.7,1,1,77.4
84.4,75.7,8.5,1,2,80.2
64.7,97.2,8.2,1,0,86.8
79,58.1,7.1,1,0,75.6
93.1,55.2,5.8,1,0,77.9
72.8,81.1,7.3,1,0,86.4
66.5,74.7,7.2,1,2,76.4
68.5,80.1,8.8,0,2,72.5
64.1,91.3,7.9,0,1,81.8
67.2,73.4,9.4,0,1,74.9
71.3,57.5,8.9,0,2,67
60.9,100,7,0,0,77
75.2,68,5.3,1,0,67.9
84,67.3,9.2,0,2,76.8
65.9,93.2,9.1,1,0,84.1
90.2,75.4,5.9,1,2,81.7
80.1,79.2,9.3,0,1,82.5
85.3,85.8,8,1,1,89.3
68.4,93,7.7,0,0,86.1
83.5,76,9.4,1,0,83.2
64.1,98.2,9.1,1,1,85
83.9,54.4,8.3,0,1,73.4
76.7,89.1,8.1,1,0,88.4
80.5,69.9,8.2,1,2,81
63.2,96.5,7,0,2,78.5
66,81.7,7.4,1,0,79.3
81,71.9,6.4,1,0,79.9
65.5,88,7.1,0,1,77.6
79.6,90.7,7.1,1,2,78.9
61.3,87.7,6.7,0,0,74.6
83.5,67.6,7.7,1,2,77.5
62.7,74.2,7.1,0,2,68.3
80.5,80,8.1,1,1,81.6
81.3,79.5,5.6,1,0,76.6
68,89,7.4,0,1,77.8
80.8,55.8,7.7,1,0,80.9
77.6,84,7.1,0,2,74.4
69.6,76.5,7.3,1,2,77.6
64.9,69.9,5.6,0,0,71.9
55.4,71.1,7.9,1,0,71.6
78.5,77.4,8.3,1,1,80.9
59.4,40,8.1,1,2,58.5
76,71.6,8.7,0,0,79.1
72.4,69.5,7.7,1,0,74.6
81.8,86.4,8.1,1,0,86.4
72,70.3,7.7,1,0,78.7
71.7,77.4,8.3,1,1,83.1
82.3,98.5,5.6,1,2,83.6
78.4,91.9,6.4,1,1,84.8
78.2,90.8,9.4,1,0,93.4
79.7,74,4.5,0,2,68.1
59.6,86.5,7.3,1,0,77.2
82.6,77.2,8.9,1,2,80.5
81.1,77.6,7.4,0,0,78
64.8,84.9,7,1,0,86.9
72.6,72.8,7.7,1,2,73.9
74.6,97.9,7.1,1,0,92.3
73.7,78.1,7.5,0,2,78.8
78.3,87.4,6.7,0,2,77.1
89.3,97.5,8.8,1,2,94.5
85.8,92.4,9.2,0,1,91
61.9,63.1,7.3,1,0,64.8
81.2,85.3,5.8,1,0,78.6
88.3,90.2,6.9,0,1,86.3
78.9,90.7,7.3,1,2,82.1
85.9,66.6,8.1,1,0,87.9
95.1,72.1,6.3,0,1,79.8
85.2,91.9,6.6,1,0,94.9
77.5,70.9,8.1,0,0,76.1
85.5,76.4,8.6,1,0,92.7
76.4,98.9,6.8,1,0,90.2
75.2,79.4,5.9,1,0,80.4
71.5,71.3,10,1,0,80.6
90.6,69.5,8.4,1,0,87.7
66.8,84,7.2,0,0,81.8
90.3,64,8.5,1,0,83.4
80,77,7.4,1,2,77.5
61,84,8.5,1,0,79.3
78.7,95.6,7.7,1,0,94.9
54,88,7.6,1,0,79.6
81.3,71.4,7.4,1,0,85.1
83.9,94.1,5.8,1,0,88.7
69.1,76.4,9.8,1,0,83
76.2,65.2,6.4,1,2,71.6
94.5,77.9,5.9,1,2,84.9
69.9,97.3,7.2,1,1,84.6
64.4,82,6.3,1,2,76.4
89.8,80.2,7.4,0,0,86
94.6,99.6,8.3,1,0,92.1
75,62.8,8.7,0,2,73.2
85.1,64.6,8.5,0,0,75
88.4,60.6,7.1,1,0,81.5
67.6,84.5,7.6,1,0,83.6
70.1,82,8,1,2,78.8
87.3,98.5,5.4,1,1,90.7
91.9,82.9,8.2,1,1,93.6
80.6,75.2,5.8,0,0,74.3
66.2,80,9.9,1,0,85.8
94.9,81.4,7,1,1,92
69.7,59.9,7.3,1,2,72.7
71.6,100,6.6,1,0,83.5
78.4,86.2,6.7,1,2,81.6
90.5,82.5,10,1,2,87.3
83.5,87.4,8.6,0,1,83.6
79.1,88.5,5.6,1,2,80.4
79.6,78.3,9.3,1,0,87
75.4,72.4,8.9,1,2,81.4
80.6,87.2,7.2,1,1,84.4
49.7,84.6,7.9,1,2,70.1
72,70.3,7.5,1,2,73.5
77.4,97,9.9,1,1,90.9
63.5,83.5,6.5,1,2,70.7
78.9,88.8,7.7,0,0,87.7
73,96.7,7,0,2,78.2
92.6,80.3,5.8,0,2,82.2
90.7,83.8,10,0,0,93.6
70.3,89.7,6.1,1,0,76.5
73.5,71.3,7.8,1,2,76
74.3,80.6,5.4,0,0,76.4
70.5,81.5,7,1,2,77.1
77,68.5,8,0,0,75.8
67.4,100,6.5,1,1,81.2
63.7,63.1,8.2,0,0,73.2
81.2,64.4,7.2,0,0,74.3
81.3,95.8,8.9,0,0,88
67,88.6,9.1,1,2,82.8
84,67.7,6.8,1,0,77
68.7,87.3,7.6,0,0,76.7
77.5,97.6,7.7,1,2,85.4
83.2,79.6,8.2,0,0,81.6
74.7,100,7.5,1,2,83.2
79.5,59.3,7.7,1,2,74.4
69.8,88.3,7.2,0,2,75.3
73,94,7.6,1,0,90.8
72.9,90.7,9.1,1,2,82
67.5,77.5,8.3,1,0,74.4
73.2,76.5,8.3,1,1,81
59.5,85.3,8.4,1,1,84.2
70.1,89.8,7.3,1,0,85.2
72.2,87.2,7.9,1,0,94.2
72.4,92.5,6.2,1,0,84.4
72.6,67.8,9,1,0,79.9
74.4,77.3,4.2,1,2,63.5
79.8,68.7,7.4,1,2,76.5
83.7,75.4,8.9,1,0,86.9
68.5,92.2,5.9,1,2,75.8
63,81.3,8,1,1,77.3
64.6,100,6.7,1,2,80
70.1,82.3,7.1,0,0,76.6
71.5,80.7,8.6,1,2,85.4
67.3,81.3,7.7,1,2,74.8
62,72.3,5.1,1,1,68.4
70.4,79.3,6.3,0,0,73.3
76.8,93.5,8.7,0,0,89.8
81,81.4,8,1,2,82.5
69.4,70.5,9.6,1,2,75.3
70.9,68.9,9.5,1,2,70.2
65.7,74.6,7.1,1,0,76
74.7,80.9,10,1,2,82.3
66.5,94.3,7.5,1,0,84.2
80.7,63.9,6.3,1,0,72
57.1,76.2,6.7,1,2,72.1
71.4,81.7,4.8,1,0,78.4
78,58,9.4,1,0,82.6
76.8,70,9.4,1,2,82
100,71.8,6.3,0,2,81.1
78.5,70.4,7.2,0,0,72.6
65,82.3,7.6,1,2,80.7
74,78.1,6.3,1,0,75.8
57.2,73.3,5.4,1,0,67.2
74.2,85.1,7.2,0,0,82.3
66.7,100,7.1,1,0,88.2
84.2,99.7,7,1,1,93.3
69.5,56.9,7.8,1,0,69.9
73.8,86.9,9.2,1,2,81.9
68.6,77.9,7.1,1,1,84.5
92.4,81.9,7.7,1,1,89
71.8,75.2,8.4,1,0,80.1
93.3,81.4,8.2,0,1,85.1
83.1,81.8,6.8,0,1,81.2
79.8,73.1,7.6,0,0,79
78.7,69.2,8.2,1,0,80.4
78.9,74.6,6.1,0,0,76.9
55.7,82.8,9,0,2,76.7
72.2,87.2,9.2,0,2,78.4
83.5,90.2,6.6,0,0,84.9
74.5,74.1,7.7,1,2,74
60.9,83.4,8.3,0,0,77.2
74.5,91.6,6.8,1,1,82.4
92,94,8.1,1,0,94
87.5,79.3,7.7,0,2,75.7
74.4,77.3,5.7,1,0,77.5
84.5,82.3,8.1,1,0,89.1
71.3,66.2,6.2,1,2,74
58,77.7,8.6,0,0,74.9
65.8,88.9,6.7,1,2,74.9
90.6,87.7,7.3,1,1,85.9
72.3,76.8,9.1,0,0,76.2
72.6,82.6,8.1,0,1,75.4
72,70.1,6.2,1,0,79.9
94,88.4,6.3,1,0,91.4
91.3,79.1,6.8,1,0,84.9
97.2,76.7,8,1,1,86.6
73.4,75.7,7.9,0,0,74.9
78,79.2,6.5,1,1,78
59.8,74.6,6.1,1,1,73.9
89.8,87.9,7.8,1,0,91.7
63.3,75.3,7.3,1,2,66.7
77.2,99.1,10,1,2,98.4
64,97.6,7.5,1,0,81.3
69.1,69.3,9.7,1,0,77.9
66.6,80.8,6.1,1,0,80.1
68.9,72.2,5.6,1,2,69.9
69.6,76.1,6.2,1,2,70.2
69.5,100,8.9,1,0,87
83.3,76.3,9.6,1,0,85.2
64,84.3,6.6,1,1,73.7
77.2,86.5,6.9,0,0,81.4
87.2,68,6.1,1,2,75.8
69.9,69.7,5.3,1,0,71
67.8,65.5,8.4,1,1,73.9
72.7,69.4,7.8,1,1,73.2
86.8,45.8,7.5,0,0,70.9
76.9,86.5,5.8,1,0,85.9
69.7,100,9.5,0,0,88.3
79.8,81.8,6.9,0,0,79.9
64,63,8.1,1,0,72.3
81.8,72.3,5.8,1,2,77.5
79.1,74.5,7.3,1,0,78.3
71.9,67.8,7.8,1,0,80.9
66.6,90.3,7.9,0,2,77.8
66.1,89.7,7.7,1,2,78.8
80.3,66.1,8.1,1,0,83.4
87.3,88.7,6.1,0,2,77.1
68.6,98.3,7.7,1,2,84.8
79.6,100,7.6,1,2,89.4
54.1,100,7.8,1,0,79.4
69.2,69.2,7.6,1,0,76.9
74.7,100,6,1,1,86.7
65.9,75.7,5.9,1,1,72
65.6,72.9,4.8,1,2,68.7
68.3,83.9,8.5,0,0,78.1
77.9,73,8.5,1,2,79.2
73.1,84.8,8.5,0,1,80.8
52.6,64.2,7.9,1,0,65.6
53.8,77.1,4.9,1,0,68.8
68.9,95.4,6.3,1,2,78.7
79.6,79.3,7.7,0,1,75.5
47.5,81.7,7.7,1,0,66.6
70,85.7,7.2,0,2,77.1
69.7,94,7.9,1,2,78.7
88.9,60.1,7.5,1,2,76.5
71.1,87,7.6,1,2,79.7
78.8,76.8,6.7,0,2,72.6
76.4,82,8.7,1,0,91.6
53.7,92.7,7,1,0,78.1
82.7,65.7,5.9,1,2,74.4
77.2,67.8,6.6,1,0,77
80.1,56.8,7.1,0,2,66.2
100,73.4,8.7,1,2,87.7
54.2,96,7.4,1,0,84.3
92.2,78.6,7.3,1,2,87.1
72.1,63.9,6,1,2,73.3
77.9,74.2,8.4,0,0,80.4
74.5,62.1,6.7,1,0,70.5
70.8,66.5,7.4,0,1,69.3
69.3,84.7,9.3,1,0,81.6
78.3,65.9,8.1,1,2,77.2
59.8,93.4,5.5,1,0,75.6
82.5,79.1,5.4,1,0,71.2
70.8,81,7.4,0,0,85
63.7,76.7,6,0,2,64.5
70.5,89.3,8.3,0,0,80.7
87.6,89.4,7.6,0,0,92.9
69.6,84,7.7,1,2,74.2
78.6,86.8,6.7,0,0,84.9
67.7,77.5,9.6,1,0,80.5
82.6,86.5,10,1,0,88.7
81.9,75.9,7.2,1,0,87.6
93.5,80,7.9,1,2,89
73.2,76.7,7.6,1,0,83
81.7,74.5,7.2,0,0,80
76,71.7,6.5,1,1,77.9
88,85.6,6.2,1,1,82.1
67.8,95.7,6.1,1,1,82
82.5,94.1,8,0,1,84.8
73.1,64.9,6.9,1,2,65.8
74.4,95.5,4.4,0,2,76
75.9,76.2,8,1,2,81.4
77.5,87.2,7.5,1,2,80.7
73.8,69.1,9.1,1,2,75.8
77.1,81.7,7.9,1,0,81
90.8,83.8,5.7,1,1,85.3
84.9,62.2,4.8,1,2,71.7
